time_stamp,teta0,omega0,dt,n_iter,gamma,driving_ang_freq,driving_delta,l,m,damping,g
2022_12_14_16_51_50_844497,-1.57079633,0.0,0.005,20001,0.5,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_16_54_50_256710,-1.57079633,0.0,0.005,20001,1.1,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_16_55_50_644538,-1.57079633,0.0,0.005,20001,1.5,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_19_19_54_41_912480,-0.78539816,0.0,0.005,20001,0,6.2831853,0,0.11032751,1,0.0,9.8
