time_stamp,teta0,omega0,dt,n_iter,gamma,driving_ang_freq,driving_delta,l,m,damping,g
2022_12_14_14_43_08_280029,-1.57079633,0.0,0.005,20001,1.0660915,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_08_468447,-1.57079633,0.0,0.005,20001,1.0661051,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_08_656443,-1.57079633,0.0,0.005,20001,1.0661186,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_08_845261,-1.57079633,0.0,0.005,20001,1.0661321,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_09_033793,-1.57079633,0.0,0.005,20001,1.0661456,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_09_222565,-1.57079633,0.0,0.005,20001,1.0661591,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_09_412258,-1.57079633,0.0,0.005,20001,1.0661726,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_09_616290,-1.57079633,0.0,0.005,20001,1.0661861,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_09_820768,-1.57079633,0.0,0.005,20001,1.0661996,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_10_047292,-1.57079633,0.0,0.005,20001,1.0662131,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_10_247184,-1.57079633,0.0,0.005,20001,1.0662266,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_10_451483,-1.57079633,0.0,0.005,20001,1.0662401,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_10_671388,-1.57079633,0.0,0.005,20001,1.0662536,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_10_875526,-1.57079633,0.0,0.005,20001,1.0662671,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_11_064305,-1.57079633,0.0,0.005,20001,1.0662806,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_11_253104,-1.57079633,0.0,0.005,20001,1.0662941,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_11_441683,-1.57079633,0.0,0.005,20001,1.0663077,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_11_645720,-1.57079633,0.0,0.005,20001,1.0663212,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_11_849884,-1.57079633,0.0,0.005,20001,1.0663347,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_055833,-1.57079633,0.0,0.005,20001,1.0663482,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_233015,-1.57079633,0.0,0.005,20001,1.0663617,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_421706,-1.57079633,0.0,0.005,20001,1.0663752,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_601590,-1.57079633,0.0,0.005,20001,1.0663887,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_798823,-1.57079633,0.0,0.005,20001,1.0664022,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_12_987398,-1.57079633,0.0,0.005,20001,1.0664157,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_13_191610,-1.57079633,0.0,0.005,20001,1.0664292,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_13_427733,-1.57079633,0.0,0.005,20001,1.0664427,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_13_631754,-1.57079633,0.0,0.005,20001,1.0664562,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_13_836166,-1.57079633,0.0,0.005,20001,1.0664697,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_024811,-1.57079633,0.0,0.005,20001,1.0664832,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_203891,-1.57079633,0.0,0.005,20001,1.0664967,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_389877,-1.57079633,0.0,0.005,20001,1.0665103,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_578363,-1.57079633,0.0,0.005,20001,1.0665238,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_766861,-1.57079633,0.0,0.005,20001,1.0665373,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_14_970751,-1.57079633,0.0,0.005,20001,1.0665508,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_15_174681,-1.57079633,0.0,0.005,20001,1.0665643,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_15_378420,-1.57079633,0.0,0.005,20001,1.0665778,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_15_567407,-1.57079633,0.0,0.005,20001,1.0665913,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_15_764215,-1.57079633,0.0,0.005,20001,1.0666048,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_15_968966,-1.57079633,0.0,0.005,20001,1.0666183,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_16_182351,-1.57079633,0.0,0.005,20001,1.0666318,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_16_370411,-1.57079633,0.0,0.005,20001,1.0666453,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_16_558799,-1.57079633,0.0,0.005,20001,1.0666588,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_16_762945,-1.57079633,0.0,0.005,20001,1.0666723,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_16_951607,-1.57079633,0.0,0.005,20001,1.0666858,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_17_155530,-1.57079633,0.0,0.005,20001,1.0666993,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_17_359824,-1.57079633,0.0,0.005,20001,1.0667129,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_17_564101,-1.57079633,0.0,0.005,20001,1.0667264,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_17_768579,-1.57079633,0.0,0.005,20001,1.0667399,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_18_356628,-1.57079633,0.0,0.005,20001,1.0667534,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_18_612435,-1.57079633,0.0,0.005,20001,1.0667669,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_18_889944,-1.57079633,0.0,0.005,20001,1.0667804,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_19_156832,-1.57079633,0.0,0.005,20001,1.0667939,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_19_441456,-1.57079633,0.0,0.005,20001,1.0668074,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_19_661644,-1.57079633,0.0,0.005,20001,1.0668209,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_19_865874,-1.57079633,0.0,0.005,20001,1.0668344,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_20_075569,-1.57079633,0.0,0.005,20001,1.0668479,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_20_295356,-1.57079633,0.0,0.005,20001,1.0668614,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_20_499465,-1.57079633,0.0,0.005,20001,1.0668749,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_20_688201,-1.57079633,0.0,0.005,20001,1.0668884,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_20_876812,-1.57079633,0.0,0.005,20001,1.066902,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_21_065596,-1.57079633,0.0,0.005,20001,1.0669155,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_21_269942,-1.57079633,0.0,0.005,20001,1.066929,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_21_474258,-1.57079633,0.0,0.005,20001,1.0669425,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_21_678287,-1.57079633,0.0,0.005,20001,1.066956,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_21_866875,-1.57079633,0.0,0.005,20001,1.0669695,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_22_059023,-1.57079633,0.0,0.005,20001,1.066983,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_22_263511,-1.57079633,0.0,0.005,20001,1.0669965,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_22_451992,-1.57079633,0.0,0.005,20001,1.06701,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_22_640534,-1.57079633,0.0,0.005,20001,1.0670235,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_22_828930,-1.57079633,0.0,0.005,20001,1.067037,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_23_020257,-1.57079633,0.0,0.005,20001,1.0670505,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_23_210444,-1.57079633,0.0,0.005,20001,1.067064,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_23_425462,-1.57079633,0.0,0.005,20001,1.0670775,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_23_629398,-1.57079633,0.0,0.005,20001,1.067091,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_23_833416,-1.57079633,0.0,0.005,20001,1.0671046,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_052632,-1.57079633,0.0,0.005,20001,1.0671181,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_247081,-1.57079633,0.0,0.005,20001,1.0671316,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_435931,-1.57079633,0.0,0.005,20001,1.0671451,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_623915,-1.57079633,0.0,0.005,20001,1.0671586,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_812111,-1.57079633,0.0,0.005,20001,1.0671721,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_24_985222,-1.57079633,0.0,0.005,20001,1.0671856,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_25_173796,-1.57079633,0.0,0.005,20001,1.0671991,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_25_378098,-1.57079633,0.0,0.005,20001,1.0672126,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_25_582087,-1.57079633,0.0,0.005,20001,1.0672261,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_25_786041,-1.57079633,0.0,0.005,20001,1.0672396,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_25_959358,-1.57079633,0.0,0.005,20001,1.0672531,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_26_183399,-1.57079633,0.0,0.005,20001,1.0672666,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_26_371767,-1.57079633,0.0,0.005,20001,1.0672801,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_26_560767,-1.57079633,0.0,0.005,20001,1.0672936,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_26_749571,-1.57079633,0.0,0.005,20001,1.0673072,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_26_938520,-1.57079633,0.0,0.005,20001,1.0673207,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_27_111204,-1.57079633,0.0,0.005,20001,1.0673342,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_27_315479,-1.57079633,0.0,0.005,20001,1.0673477,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_27_535600,-1.57079633,0.0,0.005,20001,1.0673612,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_27_729711,-1.57079633,0.0,0.005,20001,1.0673747,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_27_929592,-1.57079633,0.0,0.005,20001,1.0673882,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_28_151487,-1.57079633,0.0,0.005,20001,1.0674017,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_28_370643,-1.57079633,0.0,0.005,20001,1.0674152,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_28_559146,-1.57079633,0.0,0.005,20001,1.0674287,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_28_763297,-1.57079633,0.0,0.005,20001,1.0674422,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_28_951896,-1.57079633,0.0,0.005,20001,1.0674557,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_29_131281,-1.57079633,0.0,0.005,20001,1.0674692,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_29_332052,-1.57079633,0.0,0.005,20001,1.0674827,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_29_503437,-1.57079633,0.0,0.005,20001,1.0674962,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_29_707578,-1.57079633,0.0,0.005,20001,1.0675098,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_29_896078,-1.57079633,0.0,0.005,20001,1.0675233,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_30_090502,-1.57079633,0.0,0.005,20001,1.0675368,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_30_310328,-1.57079633,0.0,0.005,20001,1.0675503,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_30_514558,-1.57079633,0.0,0.005,20001,1.0675638,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_30_718583,-1.57079633,0.0,0.005,20001,1.0675773,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_30_922724,-1.57079633,0.0,0.005,20001,1.0675908,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_31_111320,-1.57079633,0.0,0.005,20001,1.0676043,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_31_299493,-1.57079633,0.0,0.005,20001,1.0676178,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_31_472518,-1.57079633,0.0,0.005,20001,1.0676313,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_31_660832,-1.57079633,0.0,0.005,20001,1.0676448,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_31_865075,-1.57079633,0.0,0.005,20001,1.0676583,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_32_074890,-1.57079633,0.0,0.005,20001,1.0676718,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_32_294789,-1.57079633,0.0,0.005,20001,1.0676853,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_32_483389,-1.57079633,0.0,0.005,20001,1.0676988,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_32_671859,-1.57079633,0.0,0.005,20001,1.0677124,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_32_860390,-1.57079633,0.0,0.005,20001,1.0677259,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_33_049113,-1.57079633,0.0,0.005,20001,1.0677394,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_33_240392,-1.57079633,0.0,0.005,20001,1.0677529,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_33_457441,-1.57079633,0.0,0.005,20001,1.0677664,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_33_645868,-1.57079633,0.0,0.005,20001,1.0677799,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_33_850140,-1.57079633,0.0,0.005,20001,1.0677934,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_34_043309,-1.57079633,0.0,0.005,20001,1.0678069,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_34_262314,-1.57079633,0.0,0.005,20001,1.0678204,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_34_466381,-1.57079633,0.0,0.005,20001,1.0678339,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_34_654922,-1.57079633,0.0,0.005,20001,1.0678474,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_34_843495,-1.57079633,0.0,0.005,20001,1.0678609,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_35_031694,-1.57079633,0.0,0.005,20001,1.0678744,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_35_220344,-1.57079633,0.0,0.005,20001,1.0678879,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_35_424604,-1.57079633,0.0,0.005,20001,1.0679015,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_35_628865,-1.57079633,0.0,0.005,20001,1.067915,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_35_832910,-1.57079633,0.0,0.005,20001,1.0679285,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_36_021491,-1.57079633,0.0,0.005,20001,1.067942,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_36_233177,-1.57079633,0.0,0.005,20001,1.0679555,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_36_437204,-1.57079633,0.0,0.005,20001,1.067969,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_36_625121,-1.57079633,0.0,0.005,20001,1.0679825,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_36_813633,-1.57079633,0.0,0.005,20001,1.067996,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_002329,-1.57079633,0.0,0.005,20001,1.0680095,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_190628,-1.57079633,0.0,0.005,20001,1.068023,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_379023,-1.57079633,0.0,0.005,20001,1.0680365,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_567430,-1.57079633,0.0,0.005,20001,1.06805,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_755742,-1.57079633,0.0,0.005,20001,1.0680635,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_37_949866,-1.57079633,0.0,0.005,20001,1.068077,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_38_136261,-1.57079633,0.0,0.005,20001,1.0680905,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_38_325117,-1.57079633,0.0,0.005,20001,1.0681041,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_38_513103,-1.57079633,0.0,0.005,20001,1.0681176,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_38_701516,-1.57079633,0.0,0.005,20001,1.0681311,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_38_897915,-1.57079633,0.0,0.005,20001,1.0681446,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_39_087849,-1.57079633,0.0,0.005,20001,1.0681581,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_39_300826,-1.57079633,0.0,0.005,20001,1.0681716,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_39_520365,-1.57079633,0.0,0.005,20001,1.0681851,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_39_724373,-1.57079633,0.0,0.005,20001,1.0681986,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_39_897415,-1.57079633,0.0,0.005,20001,1.0682121,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_40_104795,-1.57079633,0.0,0.005,20001,1.0682256,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_40_309031,-1.57079633,0.0,0.005,20001,1.0682391,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_40_497789,-1.57079633,0.0,0.005,20001,1.0682526,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_40_686384,-1.57079633,0.0,0.005,20001,1.0682661,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_40_859152,-1.57079633,0.0,0.005,20001,1.0682796,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_41_063355,-1.57079633,0.0,0.005,20001,1.0682931,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_41_267020,-1.57079633,0.0,0.005,20001,1.0683067,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_41_471355,-1.57079633,0.0,0.005,20001,1.0683202,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_41_675783,-1.57079633,0.0,0.005,20001,1.0683337,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_41_857728,-1.57079633,0.0,0.005,20001,1.0683472,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_049099,-1.57079633,0.0,0.005,20001,1.0683607,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_258147,-1.57079633,0.0,0.005,20001,1.0683742,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_434714,-1.57079633,0.0,0.005,20001,1.0683877,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_622825,-1.57079633,0.0,0.005,20001,1.0684012,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_795678,-1.57079633,0.0,0.005,20001,1.0684147,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_42_984229,-1.57079633,0.0,0.005,20001,1.0684282,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_43_172704,-1.57079633,0.0,0.005,20001,1.0684417,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_43_392708,-1.57079633,0.0,0.005,20001,1.0684552,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_43_597330,-1.57079633,0.0,0.005,20001,1.0684687,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_43_770085,-1.57079633,0.0,0.005,20001,1.0684822,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_43_960844,-1.57079633,0.0,0.005,20001,1.0684957,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_44_324759,-1.57079633,0.0,0.005,20001,1.0685093,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_44_576174,-1.57079633,0.0,0.005,20001,1.0685228,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_44_780530,-1.57079633,0.0,0.005,20001,1.0685363,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_44_984883,-1.57079633,0.0,0.005,20001,1.0685498,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_45_188524,-1.57079633,0.0,0.005,20001,1.0685633,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_45_377287,-1.57079633,0.0,0.005,20001,1.0685768,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_45_566165,-1.57079633,0.0,0.005,20001,1.0685903,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_45_770420,-1.57079633,0.0,0.005,20001,1.0686038,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_020541,-1.57079633,0.0,0.005,20001,1.0686173,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_215822,-1.57079633,0.0,0.005,20001,1.0686308,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_404444,-1.57079633,0.0,0.005,20001,1.0686443,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_593156,-1.57079633,0.0,0.005,20001,1.0686578,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_766031,-1.57079633,0.0,0.005,20001,1.0686713,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_46_965352,-1.57079633,0.0,0.005,20001,1.0686848,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_47_158360,-1.57079633,0.0,0.005,20001,1.0686983,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_47_366315,-1.57079633,0.0,0.005,20001,1.0687119,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_47_582751,-1.57079633,0.0,0.005,20001,1.0687254,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_47_771324,-1.57079633,0.0,0.005,20001,1.0687389,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_47_943884,-1.57079633,0.0,0.005,20001,1.0687524,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_48_151156,-1.57079633,0.0,0.005,20001,1.0687659,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_48_339854,-1.57079633,0.0,0.005,20001,1.0687794,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_48_528629,-1.57079633,0.0,0.005,20001,1.0687929,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_48_701796,-1.57079633,0.0,0.005,20001,1.0688064,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_48_890215,-1.57079633,0.0,0.005,20001,1.0688199,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_49_078696,-1.57079633,0.0,0.005,20001,1.0688334,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_49_270362,-1.57079633,0.0,0.005,20001,1.0688469,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_49_490293,-1.57079633,0.0,0.005,20001,1.0688604,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_49_678922,-1.57079633,0.0,0.005,20001,1.0688739,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_49_883102,-1.57079633,0.0,0.005,20001,1.0688874,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_50_089346,-1.57079633,0.0,0.005,20001,1.068901,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_50_293470,-1.57079633,0.0,0.005,20001,1.0689145,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_50_497553,-1.57079633,0.0,0.005,20001,1.068928,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_50_922288,-1.57079633,0.0,0.005,20001,1.0689415,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_51_236241,-1.57079633,0.0,0.005,20001,1.068955,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_14_43_51_581875,-1.57079633,0.0,0.005,20001,1.0689685,6.2831853,0,0.11032751,1,4.712389,9.8
