time_stamp,teta0,omega0,dt,n_iter,gamma,driving_ang_freq,driving_delta,l,m,damping,g
2022_12_14_11_24_50_910957,-1.57079633,0.0,0.005,4001,1.5975976,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_50_926609,-1.57079633,0.0,0.005,4001,1.4274274,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_50_957876,-1.57079633,0.0,0.005,4001,1.5175175,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_50_973507,-1.57079633,0.0,0.005,4001,1.6816817,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_146314,-1.57079633,0.0,0.005,4001,1.4354354,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_204734,-1.57079633,0.0,0.005,4001,1.5995996,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_264723,-1.57079633,0.0,0.005,4001,1.6836837,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_312160,-1.57079633,0.0,0.005,4001,1.4374374,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_249096,-1.57079633,0.0,0.005,4001,1.001001,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_662368,-1.57079633,0.0,0.005,4001,1.7697698,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_784079,-1.57079633,0.0,0.005,4001,1.4414414,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_51_997608,-1.57079633,0.0,0.005,4001,1.7737738,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_023704,-1.57079633,0.0,0.005,4001,1.6916917,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_042454,-1.57079633,0.0,0.005,4001,1.5275275,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_058081,-1.57079633,0.0,0.005,4001,1.6076076,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_195774,-1.57079633,0.0,0.005,4001,1.5295295,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_194761,-1.57079633,0.0,0.005,4001,1.6936937,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_121042,-1.57079633,0.0,0.005,4001,1.007007,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_304784,-1.57079633,0.0,0.005,4001,1.7777778,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_398956,-1.57079633,0.0,0.005,4001,1.6956957,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_477122,-1.57079633,0.0,0.005,4001,1.7797798,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_618678,-1.57079633,0.0,0.005,4001,1.7817818,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_649943,-1.57079633,0.0,0.005,4001,1.6156156,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_665554,-1.57079633,0.0,0.005,4001,1.6996997,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_744258,-1.57079633,0.0,0.005,4001,1.7837838,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_775501,-1.57079633,0.0,0.005,4001,1.6176176,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_822789,-1.57079633,0.0,0.005,4001,1.5375375,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_885305,-1.57079633,0.0,0.005,4001,1.7857858,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_901413,-1.57079633,0.0,0.005,4001,1.6196196,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_838418,-1.57079633,0.0,0.005,4001,1.8538539,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_979583,-1.57079633,0.0,0.005,4001,1.5395395,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_52_963951,-1.57079633,0.0,0.005,4001,1.7037037,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_089353,-1.57079633,0.0,0.005,4001,1.4594595,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_058105,-1.57079633,0.0,0.005,4001,1.6216216,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_105382,-1.57079633,0.0,0.005,4001,1.7057057,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_073730,-1.57079633,0.0,0.005,4001,1.8558559,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_299427,-1.57079633,0.0,0.005,4001,1.6256256,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_324573,-1.57079633,0.0,0.005,4001,1.5455455,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_340212,-1.57079633,0.0,0.005,4001,1.7097097,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_465319,-1.57079633,0.0,0.005,4001,1.4654655,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_543889,-1.57079633,0.0,0.005,4001,1.8598599,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_731480,-1.57079633,0.0,0.005,4001,1.7957958,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_700210,-1.57079633,0.0,0.005,4001,1.6296296,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_966733,-1.57079633,0.0,0.005,4001,1.7977978,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_020387,-1.57079633,0.0,0.005,4001,1.6316316,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_028439,-1.57079633,0.0,0.005,4001,1.4694695,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_53_904214,-1.57079633,0.0,0.005,4001,1.8618619,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_100788,-1.57079633,0.0,0.005,4001,1.5515516,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_119084,-1.57079633,0.0,0.005,4001,1.7157157,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_212255,-1.57079633,0.0,0.005,4001,1.7997998,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_321387,-1.57079633,0.0,0.005,4001,1.7177177,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_305297,-1.57079633,0.0,0.005,4001,1.5535536,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_290718,-1.57079633,0.0,0.005,4001,1.8638639,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_518005,-1.57079633,0.0,0.005,4001,1.7197197,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_542376,-1.57079633,0.0,0.005,4001,1.5555556,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_637023,-1.57079633,0.0,0.005,4001,1.8038038,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_641584,-1.57079633,0.0,0.005,4001,1.4754755,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_604693,-1.57079633,0.0,0.005,4001,1.8658659,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_730858,-1.57079633,0.0,0.005,4001,1.5575576,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_809747,-1.57079633,0.0,0.005,4001,1.8058058,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_825385,-1.57079633,0.0,0.005,4001,1.4774775,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_888156,-1.57079633,0.0,0.005,4001,1.5595596,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_872525,-1.57079633,0.0,0.005,4001,1.8678679,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_54_982384,-1.57079633,0.0,0.005,4001,1.8078078,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_029706,-1.57079633,0.0,0.005,4001,1.7257257,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_060957,-1.57079633,0.0,0.005,4001,1.5615616,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_123886,-1.57079633,0.0,0.005,4001,1.6436436,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_170839,-1.57079633,0.0,0.005,4001,1.5635636,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_108248,-1.57079633,0.0,0.005,4001,1.8698699,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_272309,-1.57079633,0.0,0.005,4001,1.6456456,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_296775,-1.57079633,0.0,0.005,4001,1.8118118,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_290762,-1.57079633,0.0,0.005,4001,1.4834835,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_302789,-1.57079633,0.0,0.005,4001,1.7297297,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_305313,-1.57079633,0.0,0.005,4001,1.5655656,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_328470,-1.57079633,0.0,0.005,4001,1.8718719,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_485217,-1.57079633,0.0,0.005,4001,1.8138138,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_626807,-1.57079633,0.0,0.005,4001,1.5695696,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_658051,-1.57079633,0.0,0.005,4001,1.8158158,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_815164,-1.57079633,0.0,0.005,4001,1.5715716,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_830805,-1.57079633,0.0,0.005,4001,1.4894895,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_846432,-1.57079633,0.0,0.005,4001,1.6516517,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_55_987507,-1.57079633,0.0,0.005,4001,1.4914915,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_160291,-1.57079633,0.0,0.005,4001,1.4934935,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_207618,-1.57079633,0.0,0.005,4001,1.7397397,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_191543,-1.57079633,0.0,0.005,4001,1.5755756,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_364502,-1.57079633,0.0,0.005,4001,1.4954955,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_405273,-1.57079633,0.0,0.005,4001,1.7417417,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_474303,-1.57079633,0.0,0.005,4001,1.8238238,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_552407,-1.57079633,0.0,0.005,4001,1.7437437,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_458679,-1.57079633,0.0,0.005,4001,1.8798799,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_605841,-1.57079633,0.0,0.005,4001,1.6596597,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_677877,-1.57079633,0.0,0.005,4001,1.7457457,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_693504,-1.57079633,0.0,0.005,4001,1.4994995,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_787695,-1.57079633,0.0,0.005,4001,1.8278278,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_709539,-1.57079633,0.0,0.005,4001,1.8818819,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_819479,-1.57079633,0.0,0.005,4001,1.7477477,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_968017,-1.57079633,0.0,0.005,4001,1.7497497,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_56_983645,-1.57079633,0.0,0.005,4001,1.8298298,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_062207,-1.57079633,0.0,0.005,4001,1.6656657,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_015312,-1.57079633,0.0,0.005,4001,1.8838839,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_235159,-1.57079633,0.0,0.005,4001,1.7517518,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_250781,-1.57079633,0.0,0.005,4001,1.8318318,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_282029,-1.57079633,0.0,0.005,4001,1.5055055,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_306680,-1.57079633,0.0,0.005,4001,1.6676677,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_391851,-1.57079633,0.0,0.005,4001,1.7537538,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_329331,-1.57079633,0.0,0.005,4001,1.8858859,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_500795,-1.57079633,0.0,0.005,4001,1.5075075,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_579350,-1.57079633,0.0,0.005,4001,1.7557558,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_657919,-1.57079633,0.0,0.005,4001,1.5915916,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_673548,-1.57079633,0.0,0.005,4001,1.6716717,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_752195,-1.57079633,0.0,0.005,4001,1.7577578,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_830726,-1.57079633,0.0,0.005,4001,1.5935936,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_846354,-1.57079633,0.0,0.005,4001,1.6736737,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_57_877605,-1.57079633,0.0,0.005,4001,1.8898899,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_108667,-1.57079633,0.0,0.005,4001,1.9359359,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_113181,-1.57079633,0.0,0.005,4001,1.7617618,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_194855,-1.57079633,0.0,0.005,4001,1.6776777,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_144451,-1.57079633,0.0,0.005,4001,1.8918919,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_270414,-1.57079633,0.0,0.005,4001,1.7637638,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_286019,-1.57079633,0.0,0.005,4001,1.9379379,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_411915,-1.57079633,0.0,0.005,4001,1.8458458,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_409394,-1.57079633,0.0,0.005,4001,1.9399399,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_364574,-1.57079633,0.0,0.005,4001,1.8938939,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_537905,-1.57079633,0.0,0.005,4001,1.8478478,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_600418,-1.57079633,0.0,0.005,4001,1.9419419,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_741928,-1.57079633,0.0,0.005,4001,1.9439439,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_788803,-1.57079633,0.0,0.005,4001,1.8978979,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_914514,-1.57079633,0.0,0.005,4001,1.9459459,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_010290,-1.57079633,0.0,0.005,4001,1.9479479,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_58_992686,-1.57079633,0.0,0.005,4001,1.8998999,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_212801,-1.57079633,0.0,0.005,4001,1.951952,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_181117,-1.57079633,0.0,0.005,4001,1.9019019,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_345029,-1.57079633,0.0,0.005,4001,1.953954,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_470565,-1.57079633,0.0,0.005,4001,1.955956,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_580367,-1.57079633,0.0,0.005,4001,1.957958,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_780067,-1.57079633,0.0,0.005,4001,1.961962,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_764374,-1.57079633,0.0,0.005,4001,1.9079079,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_983499,-1.57079633,0.0,0.005,4001,1.965966,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_24_59_920935,-1.57079633,0.0,0.005,4001,1.9099099,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_219029,-1.57079633,0.0,0.005,4001,1.96997,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_316358,-1.57079633,0.0,0.005,4001,1.971972,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_441865,-1.57079633,0.0,0.005,4001,1.973974,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_504367,-1.57079633,0.0,0.005,4001,1.9159159,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_713255,-1.57079633,0.0,0.005,4001,1.977978,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_689516,-1.57079633,0.0,0.005,4001,1.9179179,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_815269,-1.57079633,0.0,0.005,4001,1.97998,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_862182,-1.57079633,0.0,0.005,4001,1.9199199,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_00_972066,-1.57079633,0.0,0.005,4001,1.981982,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_213892,-1.57079633,0.0,0.005,4001,1.985986,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_285945,-1.57079633,0.0,0.005,4001,1.987988,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_270291,-1.57079633,0.0,0.005,4001,1.9239239,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_458522,-1.57079633,0.0,0.005,4001,1.991992,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_474193,-1.57079633,0.0,0.005,4001,1.9259259,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_583762,-1.57079633,0.0,0.005,4001,1.993994,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_715375,-1.57079633,0.0,0.005,4001,1.995996,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_630810,-1.57079633,0.0,0.005,4001,1.9279279,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_803081,-1.57079633,0.0,0.005,4001,1.997998,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_819142,-1.57079633,0.0,0.005,4001,1.9299299,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_944455,-1.57079633,0.0,0.005,4001,2.0,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_01_991390,-1.57079633,0.0,0.005,4001,1.9319319,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_472162,-1.57079633,0.0,0.005,4001,0.084084084,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_503988,-1.57079633,0.0,0.005,4001,0.16816817,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_519725,-1.57079633,0.0,0.005,4001,0.25225225,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_566580,-1.57079633,0.0,0.005,4001,0.17017017,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_660790,-1.57079633,0.0,0.005,4001,0.25425425,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_708041,-1.57079633,0.0,0.005,4001,0.42242242,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_754934,-1.57079633,0.0,0.005,4001,0.25625626,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_849217,-1.57079633,0.0,0.005,4001,0.008008008,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_864854,-1.57079633,0.0,0.005,4001,0.42442442,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_959087,-1.57079633,0.0,0.005,4001,0.42642643,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_900103,-1.57079633,0.0,0.005,4001,0.34034034,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_40_974686,-1.57079633,0.0,0.005,4001,0.014014014,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_022133,-1.57079633,0.0,0.005,4001,0.18418418,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_069014,-1.57079633,0.0,0.005,4001,0.18618619,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_084550,-1.57079633,0.0,0.005,4001,0.42842843,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_147634,-1.57079633,0.0,0.005,4001,0.26626627,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_100641,-1.57079633,0.0,0.005,4001,0.34434434,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_210632,-1.57079633,0.0,0.005,4001,0.19019019,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_226358,-1.57079633,0.0,0.005,4001,0.26826827,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_241893,-1.57079633,0.0,0.005,4001,0.1041041,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_304577,-1.57079633,0.0,0.005,4001,0.024024024,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_273233,-1.57079633,0.0,0.005,4001,0.34634635,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_335931,-1.57079633,0.0,0.005,4001,0.27027027,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_382796,-1.57079633,0.0,0.005,4001,0.10610611,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_430176,-1.57079633,0.0,0.005,4001,0.43643644,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_492587,-1.57079633,0.0,0.005,4001,0.028028028,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_539954,-1.57079633,0.0,0.005,4001,0.27227227,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_650487,-1.57079633,0.0,0.005,4001,0.03003003,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_680639,-1.57079633,0.0,0.005,4001,0.11611612,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_727980,-1.57079633,0.0,0.005,4001,0.2042042,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_712330,-1.57079633,0.0,0.005,4001,0.35235235,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_790496,-1.57079633,0.0,0.005,4001,0.44444444,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_822197,-1.57079633,0.0,0.005,4001,0.27627628,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_853443,-1.57079633,0.0,0.005,4001,0.036036036,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_916371,-1.57079633,0.0,0.005,4001,0.038038038,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_41_963301,-1.57079633,0.0,0.005,4001,0.12012012,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_074915,-1.57079633,0.0,0.005,4001,0.12212212,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_090540,-1.57079633,0.0,0.005,4001,0.28228228,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_106563,-1.57079633,0.0,0.005,4001,0.44844845,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_232027,-1.57079633,0.0,0.005,4001,0.12412412,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_247660,-1.57079633,0.0,0.005,4001,0.45045045,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_184700,-1.57079633,0.0,0.005,4001,0.35835836,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_326288,-1.57079633,0.0,0.005,4001,0.05005005,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_357537,-1.57079633,0.0,0.005,4001,0.22222222,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_405006,-1.57079633,0.0,0.005,4001,0.054054054,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_420640,-1.57079633,0.0,0.005,4001,0.28828829,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_451972,-1.57079633,0.0,0.005,4001,0.22422422,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_483143,-1.57079633,0.0,0.005,4001,0.45445445,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_504323,-1.57079633,0.0,0.005,4001,0.056056056,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_578457,-1.57079633,0.0,0.005,4001,0.29029029,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_610104,-1.57079633,0.0,0.005,4001,0.45845846,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_720051,-1.57079633,0.0,0.005,4001,0.46046046,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_735771,-1.57079633,0.0,0.005,4001,0.23023023,6.2831853,0,0.11032751,1,4.712389,9.8
2022_12_14_11_25_42_830214,-1.57079633,0.0,0.005,4001,0.23223223,6.2831853,0,0.11032751,1,4.712389,9.8
